politica;indicador;valor_uf;valor_brasil;percentual_uf_brasil;ranking_brasil;formato
CAF;UFPA;216099.0;3898268.0;5.54346186562853;7;inteiro
PRONAF;Valor total dos contratos;658786280.49;14671081816.64;4.490372889494774;7;moeda
Mais Alimentos;Valor total dos contratos;61122026.86;3533334483.94;1.729868121396851;9;moeda
ATER;Familias com ATER recebida no ano;4085.0;16855.0;24.236131711658263;1;inteiro
Garantia-Safra;Agricultores com pagamento liberado;;833621.0;;Sem Informação;inteiro
PNCF;Valor liberado;;104024293.60999998;;Sem Informação;moeda
PNRA;Total de familias;2147.0;9119.0;23.54424827283693;2;inteiro
