dt_referencia;dt_geracao;ANO;cod_ibge;nome_municipio;uf;Quantidade de atendimentos_ano;familias_com_ater_recebida_no_ano;familias_com_ater_iniciada_no_ano;media_atendimentos_por_familia;ano;arquivo_origem
2025-11-30;2025-12-12;2019;2203404;DOM EXPEDITO LOPES-PI;PI;85.0;42;0;2.023809523809524;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2203453;DOM INOCENCIO-PI;PI;94.0;45;2;2.088888888888889;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2203750;FARTURA DO PIAUI-PI;PI;250.0;50;0;5.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2203800;FLORES DO PIAUI-PI;PI;130.0;42;0;3.095238095238095;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2203859;FLORESTA DO PIAUI-PI;PI;51.0;41;0;1.24390243902439;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204154;FRANCISCO MACEDO-PI;PI;259.0;55;0;4.709090909090909;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204204;FRANCISCO SANTOS-PI;PI;57.0;38;0;1.5;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204303;FRONTEIRAS-PI;PI;159.0;55;0;2.890909090909091;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204352;GEMINIANO-PI;PI;70.0;42;0;1.666666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204550;GUARIBAS-PI;PI;146.0;48;0;3.041666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204709;INHUMA-PI;PI;210.0;55;0;3.818181818181818;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204808;IPIRANGA DO PIAUI-PI;PI;253.0;54;0;4.685185185185185;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2204907;ISAIAS COELHO-PI;PI;70.0;42;0;1.666666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205003;ITAINOPOLIS-PI;PI;91.0;42;0;2.166666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205151;JACOBINA DO PIAUI-PI;PI;44.0;42;0;1.047619047619048;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205201;JAICOS-PI;PI;55.0;42;0;1.30952380952381;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205276;JATOBA DO PIAUI-PI;PI;133.0;33;33;4.03030303030303;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205359;JOÃO COSTA-PI;PI;58.0;41;0;1.414634146341463;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205516;JUAZEIRO DO PIAUI-PI;PI;245.0;61;61;4.016393442622951;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205524;JULIO BORGES-PI;PI;53.0;42;0;1.261904761904762;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205532;JUREMA-PI;PI;64.0;52;0;1.230769230769231;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205565;LAGOA DO BARRO DO PIAUI-PI;PI;183.0;67;6;2.73134328358209;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205599;LAGOA DO SITIO-PI;PI;159.0;55;0;2.890909090909091;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205904;MANOEL EMIDIO-PI;PI;58.0;42;0;1.380952380952381;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2205953;MARCOLANDIA-PI;PI;87.0;42;0;2.071428571428572;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2206050;MASSAPE DO PIAUI-PI;PI;80.0;42;0;1.904761904761905;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2206506;MONSENHOR HIPOLITO-PI;PI;43.0;41;0;1.048780487804878;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2206605;MONTE ALEGRE DO PIAUI-PI;PI;81.0;42;0;1.928571428571429;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2206654;MORRO CABEÇA NO TEMPO-PI;PI;64.0;42;0;1.523809523809524;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207207;PADRE MARCOS-PI;PI;179.0;55;0;3.254545454545454;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207355;PAJEU DO PIAUI-PI;PI;133.0;43;0;3.093023255813954;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207405;PALMEIRA DO PIAUI-PI;PI;64.0;40;0;1.6;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207553;PAQUETA-PI;PI;205.0;55;0;3.727272727272727;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207603;PARNAGUA-PI;PI;58.0;42;0;1.380952380952381;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207777;PATOS DO PIAUI-PI;PI;157.0;53;0;2.962264150943396;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207801;PAULISTANA-PI;PI;41.0;41;0;1.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207850;PAVUSSU-PI;PI;81.0;42;0;1.928571428571429;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207934;PEDRO LAURENTINO-PI;PI;67.0;47;0;1.425531914893617;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2207959;NOVA SANTA RITA-PI;PI;47.0;39;0;1.205128205128205;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208007;PICOS-PI;PI;84.0;42;0;2.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208106;PIMENTEIRAS-PI;PI;192.0;55;0;3.490909090909091;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208205;PIO IX-PI;PI;83.0;42;0;1.976190476190476;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208650;QUEIMADA NOVA-PI;PI;85.0;42;0;2.023809523809524;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208700;REDENÇÃO DO GURGUEIA-PI;PI;76.0;42;0;1.80952380952381;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208858;RIACHO FRIO-PI;PI;50.0;42;0;1.19047619047619;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2208874;RIBEIRA DO PIAUI-PI;PI;96.0;49;0;1.959183673469388;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209104;SANTA CRUZ DO PIAUI-PI;PI;247.0;55;0;4.490909090909091;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209302;SANTA LUZ-PI;PI;74.0;42;0;1.761904761904762;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209351;SANTANA DO PIAUI-PI;PI;218.0;55;0;3.963636363636364;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209401;SANTO ANTONIO DE LISBOA-PI;PI;149.0;51;0;2.92156862745098;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209559;SÃO BRAZ DO PIAUI-PI;PI;310.0;42;0;7.380952380952381;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209658;SÃO FRANCISCO DE ASSIS D-PI;PI;31.0;31;0;1.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209757;SÃO GONÇALO DO GURGUEIA-PI;PI;81.0;42;0;1.928571428571429;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2209856;SÃO JOÃO DA CANABRAVA-PI;PI;70.0;42;0;1.666666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210003;SÃO JOÃO DO PIAUI-PI;PI;53.0;42;0;1.261904761904762;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210201;SÃO JOSE DO PIAUI-PI;PI;224.0;55;0;4.072727272727272;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210300;SÃO JULIÃO-PI;PI;191.0;53;0;3.60377358490566;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210359;SÃO LOURENÇO DO PIAUI-PI;PI;72.0;61;0;1.180327868852459;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210375;SÃO LUIS DO PIAUI-PI;PI;189.0;55;0;3.436363636363637;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210409;SÃO MIGUEL DO TAPUIO-PI;PI;321.0;84;29;3.821428571428572;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210607;SÃO RAIMUNDO NONATO-PI;PI;1975.0;627;2;3.149920255183413;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210623;SEBASTIÃO BARROS-PI;PI;84.0;42;0;2.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210631;SEBASTIÃO LEAL-PI;PI;81.0;42;0;1.928571428571429;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210656;SIGEFREDO PACHECO-PI;PI;240.0;60;60;4.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210706;SIMÕES-PI;PI;235.0;53;0;4.433962264150943;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210805;SIMPLICIO MENDES-PI;PI;50.0;42;0;1.19047619047619;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210938;SUSSUAPARA-PI;PI;84.0;42;0;2.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2210953;TAMBORIL DO PIAUI-PI;PI;31.0;27;0;1.148148148148148;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2211357;VARZEA BRANCA-PI;PI;71.0;42;0;1.69047619047619;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2211506;VERA MENDES-PI;PI;151.0;53;0;2.849056603773585;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2211605;VILA NOVA DO PIAUI-PI;PI;257.0;53;0;4.849056603773585;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2211704;WALL FERRAZ-PI;PI;219.0;55;0;3.981818181818182;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300101;ABAIARA-CE;CE;90.0;30;30;3.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300309;ACOPIARA-CE;CE;187.0;60;0;3.116666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300408;AIUABA-CE;CE;351.0;95;41;3.694736842105263;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300606;ALTANEIRA-CE;CE;135.0;52;0;2.596153846153846;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300705;ALTO SANTO-CE;CE;153.0;61;0;2.508196721311475;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300804;ANTONINA DO NORTE-CE;CE;58.0;33;0;1.757575757575758;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2300903;APUIARES-CE;CE;207.0;61;0;3.39344262295082;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301109;ARACATI-CE;CE;223.0;99;99;2.252525252525253;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301257;ARARENDA-CE;CE;228.0;44;1;5.181818181818182;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301307;ARARIPE-CE;CE;76.0;18;18;4.222222222222222;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301505;ARNEIROZ-CE;CE;296.0;67;7;4.417910447761194;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301604;ASSARE-CE;CE;116.0;48;6;2.416666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301703;AURORA-CE;CE;263.0;86;25;3.058139534883721;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301802;BAIXIO-CE;CE;124.0;61;0;2.032786885245902;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301851;BANABUIU-CE;CE;382.0;125;51;3.056;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2301901;BARBALHA-CE;CE;247.0;70;15;3.528571428571428;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302008;BARRO-CE;CE;208.0;61;0;3.40983606557377;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302206;BEBERIBE-CE;CE;163.0;80;80;2.0375;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302404;BOA VIAGEM-CE;CE;127.0;35;0;3.628571428571429;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302503;BREJO SANTO-CE;CE;174.0;62;0;2.806451612903226;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302701;CAMPOS SALES-CE;CE;229.0;71;10;3.225352112676056;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2302800;CANINDE-CE;CE;164.0;57;0;2.87719298245614;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303006;CARIDADE-CE;CE;122.0;61;0;2.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303204;CARIRIAÇU-CE;CE;178.0;61;1;2.918032786885246;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303303;CARIUS-CE;CE;199.0;71;9;2.802816901408451;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303600;CATARINA-CE;CE;122.0;56;0;2.178571428571428;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303659;CATUNDA-CE;CE;253.0;47;1;5.382978723404255;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303808;CEDRO-CE;CE;179.0;67;6;2.671641791044776;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2303931;CHORO-CE;CE;189.0;64;46;2.953125;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304103;CRATEUS-CE;CE;704.0;206;62;3.41747572815534;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304202;CRATO-CE;CE;323.0;98;36;3.295918367346939;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304236;CROATA-CE;CE;185.0;38;0;4.868421052631579;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304269;DEPUTADO IRAPUAN PINHEIRO-CE;CE;85.0;22;22;3.863636363636364;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304277;ERERE-CE;CE;103.0;30;30;3.433333333333333;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304301;FARIAS BRITO-CE;CE;70.0;30;30;2.333333333333333;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304350;FORQUILHA-CE;CE;143.0;58;0;2.46551724137931;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304459;FORTIM-CE;CE;130.0;61;61;2.131147540983607;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304608;GENERAL SAMPAIO-CE;CE;215.0;62;0;3.467741935483871;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304657;GRAÇA-CE;CE;227.0;57;10;3.982456140350877;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304806;GRANJEIRO-CE;CE;219.0;60;1;3.65;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2304905;GROAIRAS-CE;CE;148.0;62;0;2.387096774193548;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305209;HIDROLANDIA-CE;CE;313.0;58;26;5.396551724137931;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305266;IBARETAMA-CE;CE;167.0;60;1;2.783333333333333;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305332;IBICUITINGA-CE;CE;247.0;65;0;3.8;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305357;ICAPUI-CE;CE;89.0;43;43;2.069767441860465;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305407;ICO-CE;CE;334.0;76;35;4.394736842105263;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305506;IGUATU-CE;CE;350.0;97;37;3.608247422680412;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305605;INDEPENDENCIA-CE;CE;999.0;238;238;4.197478991596639;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305654;IPAPORANGA-CE;CE;270.0;61;2;4.426229508196721;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305704;IPAUMIRIM-CE;CE;187.0;60;0;3.116666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305803;IPU-CE;CE;323.0;61;2;5.295081967213115;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2305902;IPUEIRAS-CE;CE;189.0;42;0;4.5;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306009;IRACEMA-CE;CE;165.0;62;0;2.661290322580645;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306108;IRAUÇUBA-CE;CE;186.0;58;0;3.206896551724138;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306306;ITAPAGE-CE;CE;218.0;62;0;3.516129032258065;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306603;ITATIRA-CE;CE;178.0;60;0;2.966666666666667;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306702;JAGUARETAMA-CE;CE;176.0;61;0;2.885245901639344;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306801;JAGUARIBARA-CE;CE;199.0;62;0;3.209677419354839;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2306900;JAGUARIBE-CE;CE;176.0;62;4;2.838709677419355;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307007;JAGUARUANA-CE;CE;428.0;178;117;2.404494382022472;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307106;JARDIM-CE;CE;176.0;65;6;2.707692307692308;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307205;JATI-CE;CE;156.0;62;0;2.516129032258065;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307304;JUAZEIRO DO NORTE-CE;CE;254.0;62;1;4.096774193548387;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307403;JUCAS-CE;CE;178.0;56;0;3.178571428571428;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307502;LAVRAS DA MANGABEIRA-CE;CE;183.0;57;1;3.210526315789474;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307601;LIMOEIRO DO NORTE-CE;CE;235.0;65;0;3.615384615384615;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2307635;MADALENA-CE;CE;198.0;62;0;3.193548387096774;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308104;MAURITI-CE;CE;208.0;76;23;2.736842105263158;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308302;MILAGRES-CE;CE;254.0;83;23;3.060240963855422;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308351;MILHÃ-CE;CE;253.0;85;7;2.976470588235294;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308377;MIRAIMA-CE;CE;100.0;50;0;2.0;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308401;MISSÃO VELHA-CE;CE;204.0;69;9;2.956521739130435;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308500;MOMBAÇA-CE;CE;231.0;74;8;3.121621621621621;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308609;MONSENHOR TABOSA-CE;CE;1801.0;379;379;4.75197889182058;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2308708;MORADA NOVA-CE;CE;184.0;65;0;2.830769230769231;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2309201;NOVA OLINDA-CE;CE;250.0;61;0;4.098360655737705;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2309300;NOVA RUSSAS-CE;CE;1232.0;276;87;4.463768115942029;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2309409;NOVO ORIENTE-CE;CE;333.0;62;62;5.370967741935484;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2019;2309508;OROS-CE;CE;127.0;46;0;2.760869565217391;2019;ater_ano_2019_ref_2025-11-30_gerado_em_20251212192827.xlsx
