dt_referencia;dt_geracao;ANO;cod_ibge;nome_municipio;uf;Quantidade de atendimentos_ano;familias_com_ater_recebida_no_ano;familias_com_ater_iniciada_no_ano;media_atendimentos_por_familia;ano;arquivo_origem
2025-11-30;2025-12-12;2018;1100023;ARIQUEMES-RO;RO;237.0;50;45;4.74;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100049;CACOAL-RO;RO;295.0;50;46;5.9;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100205;PORTO VELHO-RO;RO;94.0;50;44;1.88;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100320;SÃO MIGUEL DO GUAPORE-RO;RO;276.0;50;50;5.52;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100346;ALVORADA DOESTE-RO;RO;355.0;50;45;7.1;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100502;NOVO HORIZONTE DO OESTE-RO;RO;365.0;50;48;7.3;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1100601;CACAULANDIA-RO;RO;365.0;50;46;7.3;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1101484;SÃO FELIPE DOESTE-RO;RO;331.0;50;49;6.62;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1101559;TEIXEIROPOLIS-RO;RO;127.0;49;38;2.591836734693878;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1101609;THEOBROMA-RO;RO;401.0;50;45;8.02;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1500107;ABAETETUBA-PA;PA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1500800;ANANINDEUA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1500909;AUGUSTO CORREA-PA;PA;51.0;25;25;2.04;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1500958;AURORA DO PARA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1501204;BAIÃO-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1501303;BARCARENA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1501501;BENEVIDES-PA;PA;38.0;19;19;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1501709;BRAGANÇA-PA;PA;44.0;22;21;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1501808;BREVES-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1502103;CAMETA-PA;PA;45.0;23;23;1.956521739130435;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1502301;CAPITÃO POÇO-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1502756;CONCORDIA DO PARA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1502905;CURUÇA-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1503200;IGARAPE-AÇU-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1503457;IPIXUNA DO PARA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1503507;IRITUIA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1503606;ITAITUBA-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1503754;JACAREACANGA-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1504109;MAGALHÃES BARATA-PA;PA;47.0;25;25;1.88;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1504307;MARACANÃ-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1504604;MOCAJUBA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1504703;MOJU-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1505031;NOVO PROGRESSO-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1505650;PLACAS-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1505700;PONTA DE PEDRAS-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1505809;PORTEL-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506195;RUROPOLIS-PA;PA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506302;SALVATERRA-PA;PA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506351;SANTA BARBARA DO PARA-PA;PA;42.0;21;21;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506500;SANTA ISABEL DO PARA-PA;PA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506559;SANTA LUZIA DO PARA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1506906;SANTAREM NOVO-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507003;SANTO ANTONIO DO TAUA-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507201;SÃO DOMINGOS DO CAPIM-PA;PA;50.0;25;25;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507466;SÃO JOÃO DA PONTA-PA;PA;48.0;24;24;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507474;SÃO JOÃO DE PIRABAS-PA;PA;44.0;22;22;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507904;SOURE-PA;PA;42.0;21;21;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507953;TAILANDIA-PA;PA;44.0;22;22;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1507961;TERRA ALTA-PA;PA;30.0;15;15;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1508209;VIGIA-PA;PA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1700350;ALIANÇA DO TOCANTINS-TO;TO;115.0;20;20;5.75;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1700400;ALMAS-TO;TO;71.0;20;20;3.55;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1700707;ALVORADA-TO;TO;20.0;10;10;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1701002;ANANAS-TO;TO;121.0;20;20;6.05;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1701051;ANGICO-TO;TO;103.0;20;20;5.15;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1701101;APARECIDA DO RIO NEGRO-TO;TO;64.0;19;19;3.368421052631579;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1701903;ARAGUACEMA-TO;TO;14.0;13;13;1.076923076923077;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1702109;ARAGUAINA-TO;TO;20.0;8;8;2.5;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1702158;ARAGUANÃ-TO;TO;115.0;15;15;7.666666666666667;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1702406;ARRAIAS-TO;TO;34.0;17;17;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1702703;AURORA DO TOCANTINS-TO;TO;39.0;19;19;2.052631578947369;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1703008;BABAÇULANDIA-TO;TO;21.0;16;16;1.3125;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1703206;BERNARDO SAYÃO-TO;TO;12.0;6;6;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1703701;BREJINHO DE NAZARE-TO;TO;26.0;14;14;1.857142857142857;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1703867;CARIRI DO TOCANTINS-TO;TO;55.0;14;14;3.928571428571428;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1705102;CHAPADA DA NATIVIDADE-TO;TO;69.0;17;17;4.058823529411764;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1705557;COMBINADO-TO;TO;32.0;16;16;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1706001;COUTO DE MAGALHÃES-TO;TO;40.0;14;14;2.857142857142857;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1706100;CRISTALANDIA-TO;TO;29.0;8;8;3.625;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1707009;DIANOPOLIS-TO;TO;8.0;4;4;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1707108;DIVINOPOLIS DO TOCANTINS-TO;TO;78.0;20;20;3.9;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1708205;FORMOSO DO ARAGUAIA-TO;TO;64.0;19;19;3.368421052631579;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1708304;GOIANORTE-TO;TO;24.0;12;12;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1709500;GURUPI-TO;TO;50.0;18;18;2.777777777777778;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1710508;ITACAJA-TO;TO;1.0;1;1;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1712454;LUZINOPOLIS-TO;TO;53.0;20;20;2.65;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1713304;MIRANORTE-TO;TO;136.0;20;20;6.8;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1714302;NAZARE-TO;TO;101.0;20;20;5.05;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1715754;PALMEIROPOLIS-TO;TO;26.0;13;13;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1716109;PARAISO DO TOCANTINS-TO;TO;101.0;20;20;5.05;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1716208;PARANÃ-TO;TO;40.0;20;20;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1716505;PEDRO AFONSO-TO;TO;88.0;20;20;4.4;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1716604;PEIXE-TO;TO;8.0;8;8;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1717503;PIUM-TO;TO;29.0;15;15;1.933333333333333;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1717800;PONTE ALTA DO BOM JESUS-TO;TO;17.0;16;16;1.0625;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1717909;PONTE ALTA DO TOCANTINS-TO;TO;41.0;20;20;2.05;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1718006;PORTO ALEGRE DO TOCANTINS-TO;TO;26.0;20;20;1.3;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1718204;PORTO NACIONAL-TO;TO;57.0;19;19;3.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1718402;PRESIDENTE KENNEDY-TO;TO;19.0;14;14;1.357142857142857;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1718840;SANDOLANDIA-TO;TO;15.0;11;11;1.363636363636364;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1719004;SANTA TEREZA DO TOCANTIN-TO;TO;120.0;20;20;6.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1720259;SÃO SALVADOR DO TOCANTIN-TO;TO;1.0;1;1;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1720903;TAGUATINGA-TO;TO;39.0;19;19;2.052631578947369;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1721109;TOCANTINIA-TO;TO;12.0;12;12;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1721208;TOCANTINOPOLIS-TO;TO;61.0;20;20;3.05;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1722081;WANDERLANDIA-TO;TO;25.0;15;15;1.666666666666667;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;1722107;XAMBIOA-TO;TO;175.0;16;16;10.9375;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100105;AFONSO CUNHA-MA;MA;32.0;16;16;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100303;ALDEIAS ALTAS-MA;MA;62.0;22;22;2.818181818181818;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100402;ALTAMIRA DO MARANHÃO-MA;MA;62.0;21;21;2.952380952380953;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100436;ALTO ALEGRE DO MARANHÃO-MA;MA;44.0;22;22;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100477;ALTO ALEGRE DO PINDARE-MA;MA;37.0;18;18;2.055555555555555;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100709;ANAJATUBA-MA;MA;56.0;20;20;2.8;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2100956;ARAME-MA;MA;16.0;16;16;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2101004;ARARI-MA;MA;607.0;98;98;6.193877551020408;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2101202;BACABAL-MA;MA;64.0;23;23;2.782608695652174;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2101608;BARRA DO CORDA-MA;MA;40.0;20;20;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2101772;BELA VISTA DO MARANHÃO-MA;MA;476.0;95;94;5.010526315789473;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2101939;BERNARDO DO MEARIM-MA;MA;66.0;22;22;3.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102077;BOM LUGAR-MA;MA;554.0;96;96;5.770833333333333;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102150;BREJO DE AREIA-MA;MA;56.0;20;20;2.8;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102374;CACHOEIRA GRANDE-MA;MA;547.0;98;91;5.581632653061225;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102507;CAJARI-MA;MA;36.0;18;18;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102705;CANTANHEDE-MA;MA;658.0;90;90;7.311111111111111;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2102754;CAPINZAL DO NORTE-MA;MA;37.0;18;18;2.055555555555555;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2103000;CAXIAS-MA;MA;1.0;1;1;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2103208;CHAPADINHA-MA;MA;68.0;23;23;2.956521739130435;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2103307;CODO-MA;MA;513.0;97;80;5.288659793814433;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2103554;CONCEIÇÃO DO LAGO-AÇU-MA;MA;18.0;9;9;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2103604;COROATA-MA;MA;59.0;23;23;2.565217391304348;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2104008;ESPERANTINOPOLIS-MA;MA;65.0;22;22;2.954545454545455;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2104081;FERNANDO FALCÃO-MA;MA;28.0;14;14;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105153;IGARAPE DO MEIO-MA;MA;34.0;17;17;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105203;IGARAPE GRANDE-MA;MA;66.0;23;23;2.869565217391304;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105351;ITAIPAVA DO GRAJAU-MA;MA;24.0;12;12;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105401;ITAPECURU MIRIM-MA;MA;387.0;91;91;4.252747252747253;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105476;JENIPAPO DOS VIEIRAS-MA;MA;45.0;16;16;2.8125;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105609;JOSELANDIA-MA;MA;65.0;22;22;2.954545454545455;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105708;LAGO DA PEDRA-MA;MA;55.0;19;19;2.894736842105263;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105807;LAGO DO JUNCO-MA;MA;42.0;21;21;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105906;LAGO VERDE-MA;MA;491.0;97;91;5.061855670103093;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105948;LAGO DOS RODRIGUES-MA;MA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2105963;LAGOA GRANDE DO MARANHÃO-MA;MA;20.0;20;20;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106003;LIMA CAMPOS-MA;MA;68.0;23;23;2.956521739130435;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106359;MARAJA DO SENA-MA;MA;38.0;19;19;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106607;MATÕES-MA;MA;2.0;2;2;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106631;MATÕES DO NORTE-MA;MA;40.0;20;20;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106755;MIRANDA DO NORTE-MA;MA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2106904;MONÇÃO-MA;MA;321.0;97;97;3.309278350515464;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2107209;NINA RODRIGUES-MA;MA;606.0;97;96;6.247422680412371;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2107407;OLHO DAGUA DAS CUNHÃS-MA;MA;6.0;3;3;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108108;PAULO RAMOS-MA;MA;514.0;98;97;5.244897959183674;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108207;PEDREIRAS-MA;MA;57.0;23;23;2.478260869565217;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108454;PERITORO-MA;MA;731.0;98;43;7.459183673469388;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108504;PINDARE-MIRIM-MA;MA;17.0;17;17;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108702;PIO XII-MA;MA;42.0;21;21;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108801;PIRAPEMAS-MA;MA;1.0;1;1;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2108900;POÇÃO DE PEDRAS-MA;MA;66.0;23;23;2.869565217391304;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2109205;PRESIDENTE JUSCELINO-MA;MA;732.0;98;2;7.469387755102041;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2109304;PRESIDENTE VARGAS-MA;MA;46.0;23;23;2.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2109759;SANTA FILOMENA DO MARANH-MA;MA;12.0;12;12;1.0;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2109908;SANTA INES-MA;MA;33.0;19;19;1.736842105263158;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
2025-11-30;2025-12-12;2018;2110005;SANTA LUZIA-MA;MA;28.0;17;17;1.647058823529412;2018;ater_ano_2018_ref_2025-11-30_gerado_em_20251212192827.xlsx
