ano;uf;dt_referencia;dt_geracao;qtd_contratos_total;valor_total_contratos;qtd_operacoes_total;arquivo_origem
2024;PE;2024_12;2026_04_29;119443;1579969556.8;119443;pronaf_gaia_historico_anual_2024.xlsx
2024;PI;2024_12;2026_04_29;140908;1129625243.44;140908;pronaf_gaia_historico_anual_2024.xlsx
2024;PR;2024_12;2026_04_29;115954;8615093178.4;115954;pronaf_gaia_historico_anual_2024.xlsx
2024;RJ;2024_12;2026_04_29;4210;295346439.71999997;4210;pronaf_gaia_historico_anual_2024.xlsx
2024;RN;2024_12;2026_04_29;62922;554526346.76;62922;pronaf_gaia_historico_anual_2024.xlsx
2024;RO;2024_12;2026_04_29;25475;2441425187.7599998;25475;pronaf_gaia_historico_anual_2024.xlsx
2024;RR;2024_12;2026_04_29;1430;135565211.17999998;1430;pronaf_gaia_historico_anual_2024.xlsx
2024;RS;2024_12;2026_04_29;229936;15908405049.47;229936;pronaf_gaia_historico_anual_2024.xlsx
2024;SC;2024_12;2026_04_29;112304;8590525227.29;112304;pronaf_gaia_historico_anual_2024.xlsx
2024;SE;2024_12;2026_04_29;39096;814378195.09;39096;pronaf_gaia_historico_anual_2024.xlsx
2024;SP;2024_12;2026_04_29;15261;1133423920.34;15261;pronaf_gaia_historico_anual_2024.xlsx
2024;TO;2024_12;2026_04_29;5347;399218181.23;5347;pronaf_gaia_historico_anual_2024.xlsx
2025;AC;2025_12;2026_04_29;9629;540211592.6899999;9629;pronaf_gaia_historico_anual_2025.xlsx
2025;AL;2025_12;2026_04_29;57468;747748172.39;57468;pronaf_gaia_historico_anual_2025.xlsx
2025;AM;2025_12;2026_04_29;6470;132979695.18;6470;pronaf_gaia_historico_anual_2025.xlsx
2025;AP;2025_12;2026_04_29;3501;69300733.26;3501;pronaf_gaia_historico_anual_2025.xlsx
2025;BA;2025_12;2026_04_29;321006;3872890880.0;321006;pronaf_gaia_historico_anual_2025.xlsx
2025;CE;2025_12;2026_04_29;191245;1770548966.57;191245;pronaf_gaia_historico_anual_2025.xlsx
2025;DF;2025_12;2026_04_29;224;5549092.62;224;pronaf_gaia_historico_anual_2025.xlsx
2025;ES;2025_12;2026_04_29;33894;2908825528.79;33894;pronaf_gaia_historico_anual_2025.xlsx
2025;GO;2025_12;2026_04_29;17846;1299762886.27;17846;pronaf_gaia_historico_anual_2025.xlsx
2025;MA;2025_12;2026_04_29;145143;1731910154.14;145143;pronaf_gaia_historico_anual_2025.xlsx
2025;MG;2025_12;2026_04_29;201531;6778105711.61;201531;pronaf_gaia_historico_anual_2025.xlsx
2025;MS;2025_12;2026_04_29;11188;552030761.42;11188;pronaf_gaia_historico_anual_2025.xlsx
2025;MT;2025_12;2026_04_29;13692;1451853268.28;13692;pronaf_gaia_historico_anual_2025.xlsx
2025;PA;2025_12;2026_04_29;45400;2101135631.92;45400;pronaf_gaia_historico_anual_2025.xlsx
2025;PB;2025_12;2026_04_29;110091;975964731.54;110091;pronaf_gaia_historico_anual_2025.xlsx
2025;PE;2025_12;2026_04_29;147373;1674593135.6399999;147373;pronaf_gaia_historico_anual_2025.xlsx
2025;PI;2025_12;2026_04_29;178374;1263003016.47;178374;pronaf_gaia_historico_anual_2025.xlsx
2025;PR;2025_12;2026_04_29;101904;8499544994.38;101904;pronaf_gaia_historico_anual_2025.xlsx
2025;RJ;2025_12;2026_04_29;3949;270397182.2;3949;pronaf_gaia_historico_anual_2025.xlsx
2025;RN;2025_12;2026_04_29;77263;647307466.91;77263;pronaf_gaia_historico_anual_2025.xlsx
2025;RO;2025_12;2026_04_29;22852;2169759298.84;22852;pronaf_gaia_historico_anual_2025.xlsx
2025;RR;2025_12;2026_04_29;2303;150157907.99;2303;pronaf_gaia_historico_anual_2025.xlsx
2025;RS;2025_12;2026_04_29;196746;14649761194.94;196746;pronaf_gaia_historico_anual_2025.xlsx
2025;SC;2025_12;2026_04_29;102343;9463789183.37;102343;pronaf_gaia_historico_anual_2025.xlsx
2025;SE;2025_12;2026_04_29;46357;981825623.96;46357;pronaf_gaia_historico_anual_2025.xlsx
2025;SP;2025_12;2026_04_29;14533;1199590032.79;14533;pronaf_gaia_historico_anual_2025.xlsx
2025;TO;2025_12;2026_04_29;8195;503034545.24;8195;pronaf_gaia_historico_anual_2025.xlsx
