politica;ano;uf;codigo_ibge;nome_uf;indicador;valor;formato;dt_referencia;dt_geracao;arquivo_origem
PRONAF;2017;GO;52;Goiás;Operacoes;16066.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MA;21;Maranhão;Contratos;78327.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MA;21;Maranhão;Valor total dos contratos;416938200.79;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MA;21;Maranhão;Operacoes;78327.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MG;31;Minas Gerais;Contratos;165879.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MG;31;Minas Gerais;Valor total dos contratos;2465521227.41;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MG;31;Minas Gerais;Operacoes;165879.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MS;50;Mato Grosso do Sul;Contratos;6884.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MS;50;Mato Grosso do Sul;Valor total dos contratos;203994864.02;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MS;50;Mato Grosso do Sul;Operacoes;6884.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MT;51;Mato Grosso;Contratos;19259.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MT;51;Mato Grosso;Valor total dos contratos;835669634.56;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;MT;51;Mato Grosso;Operacoes;19259.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PA;15;Pará;Contratos;12464.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PA;15;Pará;Valor total dos contratos;238470318.39;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PA;15;Pará;Operacoes;12464.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PB;25;Paraíba;Contratos;75478.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PB;25;Paraíba;Valor total dos contratos;267791301.35;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PB;25;Paraíba;Operacoes;75478.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PE;26;Pernambuco;Contratos;94255.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PE;26;Pernambuco;Valor total dos contratos;395447967.11;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PE;26;Pernambuco;Operacoes;94255.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PI;22;Piauí;Contratos;103208.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PI;22;Piauí;Valor total dos contratos;359050721.29;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PI;22;Piauí;Operacoes;103208.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PR;41;Paraná;Contratos;120267.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PR;41;Paraná;Valor total dos contratos;3818413559.05;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;PR;41;Paraná;Operacoes;120267.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RJ;33;Rio de Janeiro;Contratos;5071.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RJ;33;Rio de Janeiro;Valor total dos contratos;140193077.7;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RJ;33;Rio de Janeiro;Operacoes;5071.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RN;24;Rio Grande do Norte;Contratos;47157.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RN;24;Rio Grande do Norte;Valor total dos contratos;167692227.8;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RN;24;Rio Grande do Norte;Operacoes;47157.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RO;11;Rondônia;Contratos;25194.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RO;11;Rondônia;Valor total dos contratos;942791032.1800001;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RO;11;Rondônia;Operacoes;25194.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RR;14;Roraima;Contratos;1200.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RR;14;Roraima;Valor total dos contratos;38082301.1;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RR;14;Roraima;Operacoes;1200.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RS;43;Rio Grande do Sul;Contratos;207287.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RS;43;Rio Grande do Sul;Valor total dos contratos;5536566982.68;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;RS;43;Rio Grande do Sul;Operacoes;207287.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SC;42;Santa Catarina;Contratos;92949.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SC;42;Santa Catarina;Valor total dos contratos;2853236377.38;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SC;42;Santa Catarina;Operacoes;92949.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SE;28;Sergipe;Contratos;28391.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SE;28;Sergipe;Valor total dos contratos;173904395.18;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SE;28;Sergipe;Operacoes;28391.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SP;35;São Paulo;Contratos;18939.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SP;35;São Paulo;Valor total dos contratos;657091564.01;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;SP;35;São Paulo;Operacoes;18939.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;TO;17;Tocantins;Contratos;4935.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;TO;17;Tocantins;Valor total dos contratos;120942260.31;moeda;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2017;TO;17;Tocantins;Operacoes;4935.0;inteiro;2017_12;2026_04_29;pronaf_gaia_historico_anual_2017.xlsx
PRONAF;2018;AC;12;Acre;Contratos;3554.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AC;12;Acre;Valor total dos contratos;142337730.7;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AC;12;Acre;Operacoes;3554.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AL;27;Alagoas;Contratos;39373.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AL;27;Alagoas;Valor total dos contratos;256519083.53;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AL;27;Alagoas;Operacoes;39373.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AM;13;Amazonas;Contratos;833.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AM;13;Amazonas;Valor total dos contratos;21986484.79;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AM;13;Amazonas;Operacoes;833.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AP;16;Amapá;Contratos;590.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AP;16;Amapá;Valor total dos contratos;14020620.55;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;AP;16;Amapá;Operacoes;590.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;BA;29;Bahia;Contratos;232187.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;BA;29;Bahia;Valor total dos contratos;999361245.39;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;BA;29;Bahia;Operacoes;232187.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;CE;23;Ceará;Contratos;105102.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;CE;23;Ceará;Valor total dos contratos;472318127.98;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;CE;23;Ceará;Operacoes;105102.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;DF;53;Distrito Federal;Contratos;55.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;DF;53;Distrito Federal;Valor total dos contratos;2905065.45;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;DF;53;Distrito Federal;Operacoes;55.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;ES;32;Espírito Santo;Contratos;19286.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;ES;32;Espírito Santo;Valor total dos contratos;683584176.51;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;ES;32;Espírito Santo;Operacoes;19286.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;GO;52;Goiás;Contratos;15954.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;GO;52;Goiás;Valor total dos contratos;592876136.83;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;GO;52;Goiás;Operacoes;15954.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MA;21;Maranhão;Contratos;75054.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MA;21;Maranhão;Valor total dos contratos;442060542.67;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MA;21;Maranhão;Operacoes;75054.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MG;31;Minas Gerais;Contratos;158354.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MG;31;Minas Gerais;Valor total dos contratos;2620497954.28;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MG;31;Minas Gerais;Operacoes;158354.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MS;50;Mato Grosso do Sul;Contratos;6869.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MS;50;Mato Grosso do Sul;Valor total dos contratos;213506703.61;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MS;50;Mato Grosso do Sul;Operacoes;6869.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MT;51;Mato Grosso;Contratos;19885.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MT;51;Mato Grosso;Valor total dos contratos;942061757.96;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;MT;51;Mato Grosso;Operacoes;19885.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PA;15;Pará;Contratos;14143.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PA;15;Pará;Valor total dos contratos;299532007.02;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PA;15;Pará;Operacoes;14143.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PB;25;Paraíba;Contratos;73962.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PB;25;Paraíba;Valor total dos contratos;308928318.25;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PB;25;Paraíba;Operacoes;73962.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PE;26;Pernambuco;Contratos;92573.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PE;26;Pernambuco;Valor total dos contratos;465166861.28;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PE;26;Pernambuco;Operacoes;92573.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PI;22;Piauí;Contratos;93390.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PI;22;Piauí;Valor total dos contratos;411466766.1;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PI;22;Piauí;Operacoes;93390.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PR;41;Paraná;Contratos;111091.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PR;41;Paraná;Valor total dos contratos;3969789254.57;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;PR;41;Paraná;Operacoes;111091.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RJ;33;Rio de Janeiro;Contratos;4659.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RJ;33;Rio de Janeiro;Valor total dos contratos;143234629.85999998;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RJ;33;Rio de Janeiro;Operacoes;4659.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RN;24;Rio Grande do Norte;Contratos;46292.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RN;24;Rio Grande do Norte;Valor total dos contratos;184339273.78;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RN;24;Rio Grande do Norte;Operacoes;46292.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RO;11;Rondônia;Contratos;22771.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RO;11;Rondônia;Valor total dos contratos;985791702.35;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RO;11;Rondônia;Operacoes;22771.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RR;14;Roraima;Contratos;1319.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RR;14;Roraima;Valor total dos contratos;41654492.2;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RR;14;Roraima;Operacoes;1319.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RS;43;Rio Grande do Sul;Contratos;197064.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RS;43;Rio Grande do Sul;Valor total dos contratos;6217471469.12;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;RS;43;Rio Grande do Sul;Operacoes;197064.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SC;42;Santa Catarina;Contratos;90959.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SC;42;Santa Catarina;Valor total dos contratos;3245526431.76;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SC;42;Santa Catarina;Operacoes;90959.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SE;28;Sergipe;Contratos;26868.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SE;28;Sergipe;Valor total dos contratos;200378537.39000002;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SE;28;Sergipe;Operacoes;26868.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SP;35;São Paulo;Contratos;16105.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SP;35;São Paulo;Valor total dos contratos;603809669.52;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;SP;35;São Paulo;Operacoes;16105.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;TO;17;Tocantins;Contratos;3833.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;TO;17;Tocantins;Valor total dos contratos;98215083.3;moeda;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2018;TO;17;Tocantins;Operacoes;3833.0;inteiro;2018_12;2026_04_29;pronaf_gaia_historico_anual_2018.xlsx
PRONAF;2019;AC;12;Acre;Contratos;3248.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AC;12;Acre;Valor total dos contratos;132252518.63;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AC;12;Acre;Operacoes;3248.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AL;27;Alagoas;Contratos;34921.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AL;27;Alagoas;Valor total dos contratos;229538078.7;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AL;27;Alagoas;Operacoes;34921.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AM;13;Amazonas;Contratos;560.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AM;13;Amazonas;Valor total dos contratos;20303270.36;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AM;13;Amazonas;Operacoes;560.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AP;16;Amapá;Contratos;465.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AP;16;Amapá;Valor total dos contratos;11451202.139999999;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;AP;16;Amapá;Operacoes;465.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;BA;29;Bahia;Contratos;207039.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;BA;29;Bahia;Valor total dos contratos;1002548281.51;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;BA;29;Bahia;Operacoes;207039.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;CE;23;Ceará;Contratos;100376.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;CE;23;Ceará;Valor total dos contratos;490485409.68;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;CE;23;Ceará;Operacoes;100376.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;DF;53;Distrito Federal;Contratos;74.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;DF;53;Distrito Federal;Valor total dos contratos;2775386.3000000003;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;DF;53;Distrito Federal;Operacoes;74.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;ES;32;Espírito Santo;Contratos;17119.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;ES;32;Espírito Santo;Valor total dos contratos;689644795.12;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;ES;32;Espírito Santo;Operacoes;17119.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;GO;52;Goiás;Contratos;15703.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;GO;52;Goiás;Valor total dos contratos;648225274.57;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;GO;52;Goiás;Operacoes;15703.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MA;21;Maranhão;Contratos;72967.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MA;21;Maranhão;Valor total dos contratos;496535765.53;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MA;21;Maranhão;Operacoes;72967.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MG;31;Minas Gerais;Contratos;134752.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MG;31;Minas Gerais;Valor total dos contratos;2632760240.23;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MG;31;Minas Gerais;Operacoes;134752.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MS;50;Mato Grosso do Sul;Contratos;6328.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MS;50;Mato Grosso do Sul;Valor total dos contratos;214413148.95000002;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MS;50;Mato Grosso do Sul;Operacoes;6328.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MT;51;Mato Grosso;Contratos;16660.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MT;51;Mato Grosso;Valor total dos contratos;918654921.12;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;MT;51;Mato Grosso;Operacoes;16660.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PA;15;Pará;Contratos;12938.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PA;15;Pará;Valor total dos contratos;361728245.1;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PA;15;Pará;Operacoes;12938.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PB;25;Paraíba;Contratos;61451.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PB;25;Paraíba;Valor total dos contratos;285071286.39;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PB;25;Paraíba;Operacoes;61451.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PE;26;Pernambuco;Contratos;90675.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PE;26;Pernambuco;Valor total dos contratos;474053303.86;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PE;26;Pernambuco;Operacoes;90675.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PI;22;Piauí;Contratos;84883.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PI;22;Piauí;Valor total dos contratos;407237200.04;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PI;22;Piauí;Operacoes;84883.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PR;41;Paraná;Contratos;110584.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PR;41;Paraná;Valor total dos contratos;4369654503.8;moeda;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;PR;41;Paraná;Operacoes;110584.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
PRONAF;2019;RJ;33;Rio de Janeiro;Contratos;4072.0;inteiro;2019_12;2026_04_29;pronaf_gaia_historico_anual_2019.xlsx
