politica;indicador;uf;codigo_ibge;nome_uf;valor_uf;valor_brasil;percentual_uf_brasil;ranking_brasil;formato;dt_referencia;dt_geracao;arquivo_origem
CAF;CAFs Pessoa Juridica ativos;RN;24;Rio Grande do Norte;153.0;9161.0;1.6701233489793692;19;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;RS;43;Rio Grande do Sul;749.0;9161.0;8.175963322781357;2;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;RO;11;Rondônia;58.0;9161.0;0.6331186551686496;26;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;RR;14;Roraima;60.0;9161.0;0.6549503329330859;25;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;SC;42;Santa Catarina;197.0;9161.0;2.1504202597969653;15;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;SP;35;São Paulo;426.0;9161.0;4.65014736382491;7;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;SE;28;Sergipe;109.0;9161.0;1.1898264381617727;20;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;CAFs Pessoa Juridica ativos;TO;17;Tocantins;73.0;9161.0;0.7968562384019212;23;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;AC;12;Acre;28344.0;3529596.0;0.8030380814121503;22;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;AL;27;Alagoas;88907.0;3529596.0;2.518900180077267;12;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;AP;16;Amapá;18001.0;3529596.0;0.5100017112440064;24;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;AM;13;Amazonas;59394.0;3529596.0;1.6827421608592033;14;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;BA;29;Bahia;655056.0;3529596.0;18.558951222746174;1;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;CE;23;Ceará;414438.0;3529596.0;11.74179707819252;2;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;DF;53;Distrito Federal;3155.0;3529596.0;0.08938700066523193;27;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;ES;32;Espírito Santo;56600.0;3529596.0;1.6035829596361735;16;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;GO;52;Goiás;32462.0;3529596.0;0.9197086578747257;20;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;MA;21;Maranhão;288847.0;3529596.0;8.183571150919256;4;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
CAF;Mulheres em CAF ativo;MT;51;Mato Grosso;35771.0;3529596.0;1.0134587641191797;18;inteiro;2026_03;2026_04_10;caf_dap_ativos_ate_2026_03_gerado_em_20260410152650.xlsx
