politica;indicador;valor_uf;valor_brasil;percentual_uf_brasil;ranking_brasil;formato
CAF;UFPA;198445.0;3898268.0;5.090594079216719;8;inteiro
PRONAF;Valor total dos contratos;2311754077.88;14671081816.64;15.757216180595483;1;moeda
Mais Alimentos;Valor total dos contratos;934349947.53;3533334483.94;26.44385782826063;1;moeda
ATER;Familias com ATER recebida no ano;1276.0;16855.0;7.57045387125482;4;inteiro
Garantia-Safra;Agricultores com pagamento liberado;;833621.0;;Sem Informação;inteiro
PNCF;Valor liberado;12723403.09;104024293.60999998;12.231184320944894;3;moeda
PNRA;Total de familias;64.0;9119.0;0.7018313411558285;18;inteiro
